input_class,cluster_in_layer1,cluster_in_layer2,cluster_in_layer3,cluster_in_layer4,cluster_in_layer5,cluster_in_layer6,output_class
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,2,1,0,0,0,0,9
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,0,1,0,0,0,0,8
8,3,1,0,0,0,0,8
8,3,1,0,0,0,0,8
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,0,1,0,0,0,0,9
9,0,1,0,0,0,0,9
9,0,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,3,1,0,0,0,0,8
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,3,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,0,1,0,0,0,0,1
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,0,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,3,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,0,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,7
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,0,1,0,0,0,0,9
9,2,1,0,0,0,0,9
9,2,1,0,0,0,0,9
